Entity,Code,Day,Pfizer/BioNTech,Moderna,Oxford/AstraZeneca,Johnson&Johnson,Sputnik V,Sinovac,Sinopharm/Beijing,CanSino
European Union,,2021-11-28,456145749,63480044,67239649,17427664,1845077,9,2185898,0
European Union,,2021-11-29,457372624,63755267,67240781,17444212,1845077,9,2185898,0
European Union,,2021-11-30,458885677,64190409,67241825,17458981,1845077,9,2185898,0
European Union,,2021-12-01,460496667,64764390,67242539,17471374,1845077,9,2185898,0
European Union,,2021-12-02,462114217,65386847,67243704,17486499,1845077,9,2185898,0
European Union,,2021-12-03,464831824,66152371,67244591,17554875,1845077,9,2192876,0
European Union,,2021-12-04,465064446,66392576,67244628,17555336,1845077,9,2192876,0
Finland,FIN,2021-01-01,25,42,0,0,0,0,0,0
Finland,FIN,2021-01-08,21097,190,141,0,0,0,0,0
Finland,FIN,2021-01-15,61640,236,204,0,0,0,0,0
Finland,FIN,2021-01-22,118647,1163,279,0,0,0,0,0
Finland,FIN,2021-01-29,172385,3797,287,0,0,0,0,0
Finland,FIN,2021-02-05,227061,4680,292,0,0,0,0,0
Finland,FIN,2021-02-12,278044,5991,4210,0,0,0,0,0
Finland,FIN,2021-02-19,337942,10606,24326,0,0,0,0,0
Finland,FIN,2021-02-26,400652,19215,55995,0,0,0,0,0
Finland,FIN,2021-03-05,466475,27170,96107,0,0,0,0,0
Finland,FIN,2021-03-12,534559,38904,140455,0,0,0,0,0
Finland,FIN,2021-03-19,613736,42711,184977,0,0,0,0,0
Finland,FIN,2021-03-26,714101,52746,185045,0,0,0,0,0
Finland,FIN,2021-04-02,813553,69570,202341,0,0,0,0,0
Finland,FIN,2021-04-09,934299,81591,243214,0,0,0,0,0
Finland,FIN,2021-04-16,1091145,103692,298920,0,0,0,0,0
Finland,FIN,2021-04-23,1260570,118411,336087,0,0,0,0,0
Finland,FIN,2021-04-30,1437307,137923,353631,0,0,0,0,0
Finland,FIN,2021-05-07,1650872,162352,359517,0,0,0,0,0
Finland,FIN,2021-05-14,1853069,188442,367282,0,0,0,0,0
Finland,FIN,2021-05-21,2082426,222286,380356,0,0,0,0,0
Finland,FIN,2021-05-28,2307525,258834,392074,0,0,0,0,0
Finland,FIN,2021-06-04,2555427,297072,404712,0,0,0,0,0
Finland,FIN,2021-06-11,2851899,326085,421827,0,0,0,0,0
Finland,FIN,2021-06-18,3154630,358965,425858,0,0,0,0,0
Finland,FIN,2021-06-25,3372151,384232,438711,0,0,0,0,0
Finland,FIN,2021-07-02,3626072,410276,471128,0,0,0,0,0
Finland,FIN,2021-07-09,3855666,442213,507733,0,0,0,0,0
Finland,FIN,2021-07-16,4059296,468212,535895,0,0,0,0,0
Finland,FIN,2021-07-23,4277917,500028,549155,0,0,0,0,0
Finland,FIN,2021-07-30,4503628,536727,551974,0,0,0,0,0
Finland,FIN,2021-08-06,4714138,580858,552688,0,0,0,0,0
Finland,FIN,2021-08-13,4932716,622073,552883,0,0,0,0,0
Finland,FIN,2021-08-20,5134305,659639,553029,0,0,0,0,0
Finland,FIN,2021-08-27,5315644,688608,553148,0,0,0,0,0
Finland,FIN,2021-09-03,5500204,714803,553181,0,0,0,0,0
Finland,FIN,2021-09-10,5656942,743868,553214,0,0,0,0,0
Finland,FIN,2021-09-17,5761105,772104,553246,0,0,0,0,0
Finland,FIN,2021-09-24,5862687,808585,553291,0,0,0,0,0
Finland,FIN,2021-10-01,5960324,831530,553320,0,0,0,0,0
Finland,FIN,2021-10-08,6040868,849346,553354,0,0,0,0,0
Finland,FIN,2021-10-15,6119564,862427,553387,0,0,0,0,0
Finland,FIN,2021-10-22,6191564,875234,553432,0,0,0,0,0
Finland,FIN,2021-10-29,6261675,889148,553446,0,0,0,0,0
Finland,FIN,2021-11-05,6317836,898164,553475,0,0,0,0,0
Finland,FIN,2021-11-12,6380087,906571,553490,0,0,0,0,0
Finland,FIN,2021-11-19,6457441,914890,553527,0,0,0,0,0
Finland,FIN,2021-11-26,6540492,923302,553584,0,0,0,0,0
Finland,FIN,2021-12-03,6579915,926468,553597,0,0,0,0,0
France,FRA,2020-12-27,469,0,0,0,0,0,0,0
France,FRA,2020-12-28,964,0,0,0,0,0,0,0
France,FRA,2020-12-29,1276,0,0,0,0,0,0,0
France,FRA,2020-12-30,1640,0,0,0,0,0,0,0
France,FRA,2020-12-31,1931,0,0,0,0,0,0,0
France,FRA,2021-01-01,2319,0,0,0,0,0,0,0
France,FRA,2021-01-02,2597,0,0,0,0,0,0,0
France,FRA,2021-01-03,2897,0,0,0,0,0,0,0
France,FRA,2021-01-04,4736,0,0,0,0,0,0,0
France,FRA,2021-01-05,10521,0,0,0,0,0,0,0
France,FRA,2021-01-06,22204,0,0,0,0,0,0,0
France,FRA,2021-01-07,51372,0,0,0,0,0,0,0
France,FRA,2021-01-08,88196,0,0,0,0,0,0,0
France,FRA,2021-01-09,99328,0,0,0,0,0,0,0
France,FRA,2021-01-10,105128,0,0,0,0,0,0,0
France,FRA,2021-01-11,144834,0,0,0,0,0,0,0
France,FRA,2021-01-12,206657,0,0,0,0,0,0,0
France,FRA,2021-01-13,271388,0,0,0,0,0,0,0
France,FRA,2021-01-14,352440,1378,0,0,0,0,0,0
France,FRA,2021-01-15,420770,1726,0,0,0,0,0,0
France,FRA,2021-01-16,440662,2004,0,0,0,0,0,0
France,FRA,2021-01-17,451524,2065,0,0,0,0,0,0
France,FRA,2021-01-18,534194,5102,0,0,0,0,0,0
France,FRA,2021-01-19,659973,9750,0,0,0,0,0,0
France,FRA,2021-01-20,792279,14846,0,0,0,0,0,0
France,FRA,2021-01-21,944970,20142,0,0,0,0,0,0
France,FRA,2021-01-22,1060697,25207,0,0,0,0,0,0
France,FRA,2021-01-23,1097240,27050,0,0,0,0,0,0
France,FRA,2021-01-24,1106767,27204,0,0,0,0,0,0
France,FRA,2021-01-25,1182110,30969,0,0,0,0,0,0
France,FRA,2021-01-26,1281443,34846,0,0,0,0,0,0
France,FRA,2021-01-27,1390476,38402,0,0,0,0,0,0
France,FRA,2021-01-28,1525173,42081,0,0,0,0,0,0
France,FRA,2021-01-29,1631104,45319,0,0,0,0,0,0
France,FRA,2021-01-30,1663204,46433,0,0,0,0,0,0
France,FRA,2021-01-31,1669995,46472,0,0,0,0,0,0
France,FRA,2021-02-01,1740210,49823,0,0,0,0,0,0
France,FRA,2021-02-02,1842274,54258,0,0,0,0,0,0
France,FRA,2021-02-03,1946023,59433,0,0,0,0,0,0
France,FRA,2021-02-04,2072777,64314,0,0,0,0,0,0
France,FRA,2021-02-05,2181243,69081,0,0,0,0,0,0
France,FRA,2021-02-06,2210931,71091,1255,0,0,0,0,0
France,FRA,2021-02-07,2219570,71174,2652,0,0,0,0,0
France,FRA,2021-02-08,2301763,78679,5389,0,0,0,0,0
France,FRA,2021-02-09,2424645,87067,12124,0,0,0,0,0
France,FRA,2021-02-10,2552861,96393,21645,0,0,0,0,0
France,FRA,2021-02-11,2714888,106669,35183,0,0,0,0,0
France,FRA,2021-02-12,2844348,116881,48463,0,0,0,0,0
France,FRA,2021-02-13,2878968,120196,52147,0,0,0,0,0
France,FRA,2021-02-14,2889782,120535,53079,0,0,0,0,0
France,FRA,2021-02-15,2987049,127015,63425,0,0,0,0,0
France,FRA,2021-02-16,3116256,135926,75851,0,0,0,0,0
France,FRA,2021-02-17,3249562,144535,86894,0,0,0,0,0
France,FRA,2021-02-18,3411931,154976,101712,0,0,0,0,0
France,FRA,2021-02-19,3543392,164584,115978,0,0,0,0,0
France,FRA,2021-02-20,3583540,167910,119254,0,0,0,0,0
France,FRA,2021-02-21,3592171,168218,119843,0,0,0,0,0
France,FRA,2021-02-22,3686004,175522,128925,0,0,0,0,0
France,FRA,2021-02-23,3803481,184119,140224,0,0,0,0,0
France,FRA,2021-02-24,3921388,192533,154391,0,0,0,0,0
France,FRA,2021-02-25,4059144,201367,199209,0,0,0,0,0
France,FRA,2021-02-26,4173827,208803,260971,0,0,0,0,0
France,FRA,2021-02-27,4210283,211439,295689,0,0,0,0,0
France,FRA,2021-02-28,4218131,211622,298110,0,0,0,0,0
France,FRA,2021-03-01,4306715,220473,318418,0,0,0,0,0
France,FRA,2021-03-02,4423789,231651,357128,0,0,0,0,0
France,FRA,2021-03-03,4545064,242985,405652,0,0,0,0,0
France,FRA,2021-03-04,4682400,255247,487681,0,0,0,0,0
France,FRA,2021-03-05,4815853,267243,605603,0,0,0,0,0
France,FRA,2021-03-06,4914152,273659,726102,0,0,0,0,0
France,FRA,2021-03-07,4983066,276041,781172,0,0,0,0,0
France,FRA,2021-03-08,5085257,288455,823831,0,0,0,0,0
France,FRA,2021-03-09,5219061,304303,902628,0,0,0,0,0
France,FRA,2021-03-10,5357309,320422,983341,0,0,0,0,0
France,FRA,2021-03-11,5515552,338909,1111548,0,0,0,0,0
France,FRA,2021-03-12,5664359,354965,1294042,0,0,0,0,0
France,FRA,2021-03-13,5765832,367458,1426010,0,0,0,0,0
France,FRA,2021-03-14,5813061,372673,1439974,0,0,0,0,0
France,FRA,2021-03-15,5937133,386978,1492006,0,0,0,0,0
France,FRA,2021-03-16,6095159,408274,1493099,0,0,0,0,0
France,FRA,2021-03-17,6258758,432366,1493918,0,0,0,0,0
France,FRA,2021-03-18,6440806,460517,1495348,0,0,0,0,0
France,FRA,2021-03-19,6609478,488236,1565633,0,0,0,0,0
France,FRA,2021-03-20,6695370,515124,1630730,0,0,0,0,0
France,FRA,2021-03-21,6724120,532878,1636395,0,0,0,0,0
France,FRA,2021-03-22,6869493,553620,1673720,0,0,0,0,0
France,FRA,2021-03-23,7050122,580358,1758171,0,0,0,0,0
France,FRA,2021-03-24,7230322,609158,1848965,0,0,0,0,0
France,FRA,2021-03-25,7434370,640782,1998829,0,0,0,0,0
France,FRA,2021-03-26,7637667,671892,2164124,0,0,0,0,0
France,FRA,2021-03-27,7763498,689040,2232480,0,0,0,0,0
France,FRA,2021-03-28,7809230,699667,2238884,0,0,0,0,0
France,FRA,2021-03-29,7988558,722819,2292911,0,0,0,0,0
France,FRA,2021-03-30,8219111,753247,2385928,0,0,0,0,0
France,FRA,2021-03-31,8456242,787614,2449320,0,0,0,0,0
France,FRA,2021-04-01,8728827,830458,2535291,0,0,0,0,0
France,FRA,2021-04-02,8976803,867975,2622152,0,0,0,0,0
France,FRA,2021-04-03,9122644,888424,2657987,0,0,0,0,0
France,FRA,2021-04-04,9173129,898590,2661499,0,0,0,0,0
France,FRA,2021-04-05,9226751,911706,2665901,0,0,0,0,0
France,FRA,2021-04-06,9487023,945607,2695505,0,0,0,0,0
France,FRA,2021-04-07,9791085,983548,2727689,0,0,0,0,0
France,FRA,2021-04-08,10124306,1029095,2806522,0,0,0,0,0
France,FRA,2021-04-09,10445150,1071389,2968427,0,0,0,0,0
France,FRA,2021-04-10,10635208,1099945,3044315,0,0,0,0,0
France,FRA,2021-04-11,10705994,1112096,3051595,0,0,0,0,0
France,FRA,2021-04-12,10977340,1140335,3103048,0,0,0,0,0
France,FRA,2021-04-13,11308291,1176062,3189353,0,0,0,0,0
France,FRA,2021-04-14,11638375,1210197,3257253,0,0,0,0,0
France,FRA,2021-04-15,11985322,1252993,3350520,0,0,0,0,0
France,FRA,2021-04-16,12315758,1293655,3463341,0,0,0,0,0
France,FRA,2021-04-17,12504807,1329254,3516820,0,0,0,0,0
France,FRA,2021-04-18,12561454,1349502,3526478,0,0,0,0,0
France,FRA,2021-04-19,12846469,1382407,3551608,0,0,0,0,0
France,FRA,2021-04-20,13183806,1423124,3597424,0,0,0,0,0
France,FRA,2021-04-21,13523845,1464912,3636608,0,0,0,0,0
France,FRA,2021-04-22,13894831,1513370,3691896,0,0,0,0,0
France,FRA,2021-04-23,14250090,1563125,3763205,3426,0,0,0,0
France,FRA,2021-04-24,14471260,1603494,3801264,4988,0,0,0,0
France,FRA,2021-04-25,14554649,1621633,3807524,5111,0,0,0,0
France,FRA,2021-04-26,14873505,1655858,3827741,7971,0,0,0,0
France,FRA,2021-04-27,15256272,1699293,3863214,17467,0,0,0,0
France,FRA,2021-04-28,15649583,1747740,3893911,27350,0,0,0,0
France,FRA,2021-04-29,16079426,1803213,3945024,43312,0,0,0,0
France,FRA,2021-04-30,16498888,1856432,4009226,62514,0,0,0,0
France,FRA,2021-05-01,16678869,1881174,4020573,64477,0,0,0,0
France,FRA,2021-05-02,16788011,1896931,4024031,64946,0,0,0,0
France,FRA,2021-05-03,17183544,1936108,4040777,69959,0,0,0,0
France,FRA,2021-05-04,17635027,1983284,4072050,78310,0,0,0,0
France,FRA,2021-05-05,18101301,2030812,4101105,84447,0,0,0,0
France,FRA,2021-05-06,18592769,2089508,4156362,95794,0,0,0,0
France,FRA,2021-05-07,19071401,2147853,4228731,114862,0,0,0,0
France,FRA,2021-05-08,19310650,2178723,4244227,117203,0,0,0,0
France,FRA,2021-05-09,19460502,2199694,4248581,117864,0,0,0,0
France,FRA,2021-05-10,19910106,2254579,4275881,125060,0,0,0,0
France,FRA,2021-05-11,20439018,2319002,4328432,139335,0,0,0,0
France,FRA,2021-05-12,20979577,2388704,4372936,149456,0,0,0,0
France,FRA,2021-05-13,21308664,2445497,4378564,150997,0,0,0,0
France,FRA,2021-05-14,21805882,2519555,4418632,158687,0,0,0,0
France,FRA,2021-05-15,22167676,2592326,4446443,162365,0,0,0,0
France,FRA,2021-05-16,22340242,2638243,4450011,162760,0,0,0,0
France,FRA,2021-05-17,22774678,2695340,4477653,167188,0,0,0,0
France,FRA,2021-05-18,23267348,2762017,4520469,175883,0,0,0,0
France,FRA,2021-05-19,23764845,2829643,4561359,181509,0,0,0,0
France,FRA,2021-05-20,24281717,2903791,4627121,190892,0,0,0,0
France,FRA,2021-05-21,24777620,2979542,4705159,203628,0,0,0,0
France,FRA,2021-05-22,25094525,3045318,4743272,208639,0,0,0,0
France,FRA,2021-05-23,25228272,3083225,4746500,209108,0,0,0,0
France,FRA,2021-05-24,25497738,3102302,4752120,210125,0,0,0,0
France,FRA,2021-05-25,25994956,3135538,4802362,217670,0,0,0,0
France,FRA,2021-05-26,26500683,3166801,4858163,225342,0,0,0,0
France,FRA,2021-05-27,27034180,3202284,4942056,239621,0,0,0,0
France,FRA,2021-05-28,27544848,3246527,5048475,266141,0,0,0,0
France,FRA,2021-05-29,27879019,3284977,5111927,277424,0,0,0,0
France,FRA,2021-05-30,28001997,3291353,5120593,278315,0,0,0,0
France,FRA,2021-05-31,28464214,3338601,5158779,290870,0,0,0,0
France,FRA,2021-06-01,28986647,3404128,5226711,310978,0,0,0,0
France,FRA,2021-06-02,29500082,3460744,5287570,325391,0,0,0,0
France,FRA,2021-06-03,30034113,3535186,5378447,344707,0,0,0,0
France,FRA,2021-06-04,30570988,3624654,5487514,367099,0,0,0,0
France,FRA,2021-06-05,30940651,3683023,5541616,376769,0,0,0,0
France,FRA,2021-06-06,31103646,3694075,5547379,377738,0,0,0,0
France,FRA,2021-06-07,31609064,3745179,5579806,386815,0,0,0,0
France,FRA,2021-06-08,32158612,3814337,5628929,401335,0,0,0,0
France,FRA,2021-06-09,32705189,3869384,5672917,413429,0,0,0,0
France,FRA,2021-06-10,33247174,3930979,5742930,428737,0,0,0,0
France,FRA,2021-06-11,33792907,4011377,5842058,445624,0,0,0,0
France,FRA,2021-06-12,34186323,4061623,5883946,452995,0,0,0,0
France,FRA,2021-06-13,34347022,4074049,5887962,453857,0,0,0,0
France,FRA,2021-06-14,34842518,4123399,5931512,460427,0,0,0,0
France,FRA,2021-06-15,35379690,4185185,6013423,471250,0,0,0,0
France,FRA,2021-06-16,35921833,4236747,6080320,480053,0,0,0,0
France,FRA,2021-06-17,36432628,4299424,6183681,490866,0,0,0,0
France,FRA,2021-06-18,36987638,4374986,6303406,503208,0,0,0,0
France,FRA,2021-06-19,37389824,4424345,6343560,508733,0,0,0,0
France,FRA,2021-06-20,37547960,4438077,6347046,509373,0,0,0,0
France,FRA,2021-06-21,38038909,4498226,6386976,514352,0,0,0,0
France,FRA,2021-06-22,38571221,4576101,6457964,522144,0,0,0,0
France,FRA,2021-06-23,39113215,4647430,6509652,529173,0,0,0,0
France,FRA,2021-06-24,39597155,4726082,6588096,537733,0,0,0,0
France,FRA,2021-06-25,40149874,4819832,6679420,547746,0,0,0,0
France,FRA,2021-06-26,40558885,4895411,6713140,552437,0,0,0,0
France,FRA,2021-06-27,40733839,4927294,6717281,553069,0,0,0,0
France,FRA,2021-06-28,41238045,4994206,6748295,557728,0,0,0,0
France,FRA,2021-06-29,41782805,5074009,6805307,564685,0,0,0,0
France,FRA,2021-06-30,42340979,5148223,6851269,571232,0,0,0,0
France,FRA,2021-07-01,42871098,5228640,6918092,579268,0,0,0,0
France,FRA,2021-07-02,43429586,5314924,7009908,588568,0,0,0,0
France,FRA,2021-07-03,43833722,5384172,7041716,593313,0,0,0,0
France,FRA,2021-07-04,44001052,5409426,7046087,593915,0,0,0,0
France,FRA,2021-07-05,44509131,5447896,7080620,598578,0,0,0,0
France,FRA,2021-07-06,45064358,5498630,7137686,606155,0,0,0,0
France,FRA,2021-07-07,45615986,5546590,7181627,613032,0,0,0,0
France,FRA,2021-07-08,46139902,5606585,7243523,622121,0,0,0,0
France,FRA,2021-07-09,46716328,5687987,7313664,632285,0,0,0,0
France,FRA,2021-07-10,47126593,5735028,7339344,636798,0,0,0,0
France,FRA,2021-07-11,47286354,5741111,7342742,637319,0,0,0,0
France,FRA,2021-07-12,47852428,5791318,7367290,643057,0,0,0,0
France,FRA,2021-07-13,48526108,5881692,7403674,657147,0,0,0,0
France,FRA,2021-07-14,48848325,5891705,7406499,659256,0,0,0,0
France,FRA,2021-07-15,49552002,5985912,7439129,677326,0,0,0,0
France,FRA,2021-07-16,50243375,6106059,7480587,699983,0,0,0,0
France,FRA,2021-07-17,50742635,6161534,7495348,709590,0,0,0,0
France,FRA,2021-07-18,50951923,6172495,7498176,710877,0,0,0,0
France,FRA,2021-07-19,51569394,6234137,7516652,723681,0,0,0,0
France,FRA,2021-07-20,52255832,6330682,7545677,740842,0,0,0,0
France,FRA,2021-07-21,52942322,6410641,7567043,756239,0,0,0,0
France,FRA,2021-07-22,53625721,6507928,7596684,774325,0,0,0,0
France,FRA,2021-07-23,54316509,6625324,7629419,794543,0,0,0,0
France,FRA,2021-07-24,54796870,6682976,7637240,803657,0,0,0,0
France,FRA,2021-07-25,54985595,6692316,7638770,804895,0,0,0,0
France,FRA,2021-07-26,55575374,6751036,7650348,815672,0,0,0,0
France,FRA,2021-07-27,56229594,6848035,7668479,829994,0,0,0,0
France,FRA,2021-07-28,56870865,6929748,7681557,842506,0,0,0,0
France,FRA,2021-07-29,57504269,7030910,7698555,856339,0,0,0,0
France,FRA,2021-07-30,58121606,7143074,7717809,871614,0,0,0,0
France,FRA,2021-07-31,58530117,7193911,7721928,878267,0,0,0,0
France,FRA,2021-08-01,58682293,7201474,7722479,879082,0,0,0,0
France,FRA,2021-08-02,59190260,7253333,7728021,886713,0,0,0,0
France,FRA,2021-08-03,59728527,7337441,7736072,897198,0,0,0,0
France,FRA,2021-08-04,60240080,7404807,7741376,906530,0,0,0,0
France,FRA,2021-08-05,60733761,7491024,7745515,915890,0,0,0,0
France,FRA,2021-08-06,61248849,7591544,7750741,925684,0,0,0,0
France,FRA,2021-08-07,61589743,7634259,7752848,930443,0,0,0,0
France,FRA,2021-08-08,61718247,7641710,7753396,931484,0,0,0,0
France,FRA,2021-08-09,62176797,7692116,7756178,937410,0,0,0,0
France,FRA,2021-08-10,62668810,7770618,7760387,945891,0,0,0,0
France,FRA,2021-08-11,63136479,7831046,7763339,953583,0,0,0,0
France,FRA,2021-08-12,63596709,7908712,7766201,961808,0,0,0,0
France,FRA,2021-08-13,64035103,7987638,7768707,969024,0,0,0,0
France,FRA,2021-08-14,64332266,8028787,7769782,972604,0,0,0,0
France,FRA,2021-08-15,64412926,8035723,7769972,973251,0,0,0,0
France,FRA,2021-08-16,64859631,8088206,7771166,977039,0,0,0,0
France,FRA,2021-08-17,65322979,8170086,7772814,982404,0,0,0,0
France,FRA,2021-08-18,65771066,8238835,7774307,987347,0,0,0,0
France,FRA,2021-08-19,66197328,8322971,7775878,992595,0,0,0,0
France,FRA,2021-08-20,66645402,8419182,7777651,997579,0,0,0,0
France,FRA,2021-08-21,66942735,8461609,7778305,999749,0,0,0,0
France,FRA,2021-08-22,67053960,8468827,7778497,1000096,0,0,0,0
France,FRA,2021-08-23,67493968,8523251,7779530,1002776,0,0,0,0
France,FRA,2021-08-24,67940914,8611368,7780603,1006326,0,0,0,0
France,FRA,2021-08-25,68368862,8680888,7781548,1009723,0,0,0,0
France,FRA,2021-08-26,68761852,8769202,7782571,1013297,0,0,0,0
France,FRA,2021-08-27,69191205,8872009,7783681,1016777,0,0,0,0
France,FRA,2021-08-28,69483450,8918412,7784120,1018412,0,0,0,0
France,FRA,2021-08-29,69585739,8926184,7784290,1018770,0,0,0,0
France,FRA,2021-08-30,69971953,8982668,7784948,1020651,0,0,0,0
France,FRA,2021-08-31,70354731,9069007,7785754,1023019,0,0,0,0
France,FRA,2021-09-01,70729043,9131544,7786307,1024978,0,0,0,0
France,FRA,2021-09-02,71030748,9207426,7787027,1027202,0,0,0,0
France,FRA,2021-09-03,71365210,9308021,7787718,1029520,0,0,0,0
France,FRA,2021-09-04,71636629,9353743,7788037,1030847,0,0,0,0
France,FRA,2021-09-05,71700260,9359951,7788122,1031235,0,0,0,0
France,FRA,2021-09-06,71939455,9404410,7788590,1032879,0,0,0,0
France,FRA,2021-09-07,72161998,9469434,7789169,1034460,0,0,0,0
France,FRA,2021-09-08,72431122,9521248,7789607,1035650,0,0,0,0
France,FRA,2021-09-09,72634845,9586908,7790059,1036975,0,0,0,0
France,FRA,2021-09-10,72880062,9671268,7790555,1038418,0,0,0,0
France,FRA,2021-09-11,73087375,9709217,7790832,1039121,0,0,0,0
France,FRA,2021-09-12,73129486,9714138,7790896,1039257,0,0,0,0
France,FRA,2021-09-13,73322763,9749667,7791266,1040386,0,0,0,0
France,FRA,2021-09-14,73521344,9805925,7791593,1041759,0,0,0,0
France,FRA,2021-09-15,73769005,9854246,7791879,1042746,0,0,0,0
France,FRA,2021-09-16,73948480,9909674,7792252,1043711,0,0,0,0
France,FRA,2021-09-17,74154573,9986259,7792637,1044536,0,0,0,0
France,FRA,2021-09-18,74321863,10020678,7792823,1044956,0,0,0,0
France,FRA,2021-09-19,74351235,10024953,7792863,1045116,0,0,0,0
France,FRA,2021-09-20,74506232,10055009,7793121,1045475,0,0,0,0
France,FRA,2021-09-21,74662800,10102670,7793430,1045836,0,0,0,0
France,FRA,2021-09-22,74867052,10141038,7793692,1046158,0,0,0,0
France,FRA,2021-09-23,75013495,10188405,7793985,1046558,0,0,0,0
France,FRA,2021-09-24,75181502,10256987,7794320,1046928,0,0,0,0
France,FRA,2021-09-25,75316992,10286738,7794496,1047179,0,0,0,0
France,FRA,2021-09-26,75338094,10290875,7794541,1047234,0,0,0,0
France,FRA,2021-09-27,75467313,10317847,7794840,1047460,0,0,0,0
France,FRA,2021-09-28,75588635,10360297,7795119,1047721,0,0,0,0
France,FRA,2021-09-29,75750116,10394622,7795354,1048042,0,0,0,0
France,FRA,2021-09-30,75866735,10439594,7795568,1048365,0,0,0,0
France,FRA,2021-10-01,76021905,10501786,7795746,1048709,0,0,0,0
France,FRA,2021-10-02,76131461,10529233,7795836,1048882,0,0,0,0
France,FRA,2021-10-03,76146206,10532585,7795858,1048946,0,0,0,0
France,FRA,2021-10-04,76265808,10557860,7796024,1049239,0,0,0,0
France,FRA,2021-10-05,76380115,10600445,7796186,1049456,0,0,0,0
France,FRA,2021-10-06,76531880,10634116,7796357,1049667,0,0,0,0
France,FRA,2021-10-07,76644217,10677708,7796501,1049886,0,0,0,0
France,FRA,2021-10-08,76797353,10740269,7796663,1050181,0,0,0,0
France,FRA,2021-10-09,76897405,10764966,7796738,1050335,0,0,0,0
France,FRA,2021-10-10,76908672,10767950,7796751,1050399,0,0,0,0
France,FRA,2021-10-11,77025266,10791497,7796881,1050596,0,0,0,0
France,FRA,2021-10-12,77141356,10829512,7796986,1050763,0,0,0,0
France,FRA,2021-10-13,77284804,10861466,7797106,1050949,0,0,0,0
France,FRA,2021-10-14,77393803,10902530,7797257,1051196,0,0,0,0
France,FRA,2021-10-15,77546385,10961351,7797416,1051494,0,0,0,0
France,FRA,2021-10-16,77641947,10976981,7797496,1051619,0,0,0,0
France,FRA,2021-10-17,77652407,10979022,7797514,1051673,0,0,0,0
France,FRA,2021-10-18,77774771,10991726,7797647,1051897,0,0,0,0
France,FRA,2021-10-19,77903320,11008631,7797785,1052078,0,0,0,0
France,FRA,2021-10-20,78071616,11022634,7797912,1052275,0,0,0,0
France,FRA,2021-10-21,78207278,11039369,7798058,1052465,0,0,0,0
France,FRA,2021-10-22,78386784,11063320,7798195,1052647,0,0,0,0
France,FRA,2021-10-23,78488108,11073572,7798259,1052734,0,0,0,0
France,FRA,2021-10-24,78497826,11075041,7798275,1052756,0,0,0,0
France,FRA,2021-10-25,78631827,11084054,7798427,1052907,0,0,0,0
France,FRA,2021-10-26,78763994,11096503,7798562,1053065,0,0,0,0
France,FRA,2021-10-27,78936275,11107957,7798684,1053201,0,0,0,0
France,FRA,2021-10-28,79067215,11121857,7798848,1053346,0,0,0,0
France,FRA,2021-10-29,79246307,11140612,7799038,1053515,0,0,0,0
France,FRA,2021-10-30,79341176,11148636,7799127,1053582,0,0,0,0
France,FRA,2021-10-31,79349834,11149684,7799145,1053611,0,0,0,0
France,FRA,2021-11-01,79358758,11150736,7799157,1053670,0,0,0,0
France,FRA,2021-11-02,79503942,11161836,7799270,1053765,0,0,0,0
France,FRA,2021-11-03,79686704,11172617,7799396,1053856,0,0,0,0
France,FRA,2021-11-04,79840665,11185288,7799497,1053966,0,0,0,0
France,FRA,2021-11-05,80047015,11203584,7799657,1054041,0,0,0,0
France,FRA,2021-11-06,80158365,11212068,7799727,1054094,0,0,0,0
France,FRA,2021-11-07,80168645,11213660,7799743,1054120,0,0,0,0
France,FRA,2021-11-08,80343323,11222617,7799891,1054230,0,0,0,0
France,FRA,2021-11-09,80558182,11234622,7800055,1054331,0,0,0,0
France,FRA,2021-11-10,80816032,11247811,7800260,1054410,0,0,0,0
France,FRA,2021-11-11,80836682,11249609,7800309,1054443,0,0,0,0
France,FRA,2021-11-12,81083212,11269380,7800480,1054512,0,0,0,0
France,FRA,2021-11-13,81207906,11278003,7800569,1054574,0,0,0,0
France,FRA,2021-11-14,81220277,11279178,7800585,1054598,0,0,0,0
France,FRA,2021-11-15,81430564,11288876,7800790,1054669,0,0,0,0
France,FRA,2021-11-16,81681444,11305200,7800962,1054738,0,0,0,0
France,FRA,2021-11-17,81948426,11317982,7801149,1054813,0,0,0,0
France,FRA,2021-11-18,82189332,11335100,7801346,1054899,0,0,0,0
France,FRA,2021-11-19,82504026,11358369,7801604,1054964,0,0,0,0
France,FRA,2021-11-20,82658381,11368188,7801725,1055002,0,0,0,0
France,FRA,2021-11-21,82674484,11369468,7801751,1055021,0,0,0,0
France,FRA,2021-11-22,82903167,11377762,7801997,1055092,0,0,0,0
France,FRA,2021-11-23,83189469,11391746,7802236,1055144,0,0,0,0
France,FRA,2021-11-24,83486483,11404295,7802497,1055189,0,0,0,0
France,FRA,2021-11-25,83797036,11422215,7802799,1055240,0,0,0,0
France,FRA,2021-11-26,84249400,11454856,7803206,1055310,0,0,0,0
France,FRA,2021-11-27,84518375,11472500,7803399,1055353,0,0,0,0
France,FRA,2021-11-28,84586626,11475464,7803459,1055361,0,0,0,0
France,FRA,2021-11-29,84977649,11496051,7803813,1055424,0,0,0,0
France,FRA,2021-11-30,85491039,11530498,7804265,1055473,0,0,0,0
