Entity,Code,Day,Pfizer/BioNTech,Moderna,Oxford/AstraZeneca,Johnson&Johnson,Sputnik V,Sinovac,Sinopharm/Beijing,CanSino
Austria,AUT,2021-01-08,31348,0,0,0,0,0,0,0
Austria,AUT,2021-01-15,116460,91,0,0,0,0,0,0
Austria,AUT,2021-01-22,213896,318,0,0,0,0,0,0
Austria,AUT,2021-01-29,258824,4284,0,0,0,0,0,0
Austria,AUT,2021-02-05,354902,5987,0,0,0,0,0,0
Austria,AUT,2021-02-12,456800,10082,10777,0,0,0,0,0
Austria,AUT,2021-02-19,522722,14221,43552,0,0,0,0,0
Austria,AUT,2021-02-26,584073,22648,101335,0,0,0,0,0
Austria,AUT,2021-03-05,688794,31985,156295,3,0,0,0,0
Austria,AUT,2021-03-12,851980,47369,235121,3,0,0,0,0
Austria,AUT,2021-03-19,984937,79167,308473,26,0,0,0,0
Austria,AUT,2021-03-26,1131982,104591,383919,44,0,0,0,0
Austria,AUT,2021-04-02,1280640,141030,422511,73,0,0,0,0
Austria,AUT,2021-04-09,1502960,180653,512900,133,0,0,0,0
Austria,AUT,2021-04-16,1737864,223280,608889,147,0,0,0,0
Austria,AUT,2021-04-23,2002502,260702,657863,156,0,0,0,0
Austria,AUT,2021-04-30,2276985,299784,700314,434,0,0,0,0
Austria,AUT,2021-05-07,2608787,349240,763315,6565,0,0,0,0
Austria,AUT,2021-05-14,2909555,399364,827568,13614,0,0,0,0
Austria,AUT,2021-05-21,3289082,467515,905201,25915,0,0,0,0
Austria,AUT,2021-05-28,3626227,521261,987775,38162,0,0,0,0
Austria,AUT,2021-06-04,4053626,576874,1056050,58708,0,0,0,0
Austria,AUT,2021-06-11,4494297,640090,1150979,80494,0,0,0,0
Austria,AUT,2021-06-18,4951608,689978,1202635,95539,0,0,0,0
Austria,AUT,2021-06-25,5399175,745877,1275887,104180,0,0,0,0
Austria,AUT,2021-07-02,5792989,806128,1382808,129711,0,0,0,0
Austria,AUT,2021-07-09,6124914,856865,1446925,153948,0,0,0,0
Austria,AUT,2021-07-16,6401469,901810,1495195,173328,0,0,0,0
Austria,AUT,2021-07-23,6653602,948420,1521992,189945,0,0,0,0
Austria,AUT,2021-07-30,6866582,967398,1546669,202046,0,0,0,0
Austria,AUT,2021-08-06,7045654,985261,1560860,217265,0,0,0,0
Austria,AUT,2021-08-13,7171731,994813,1566084,227600,0,0,0,0
Austria,AUT,2021-08-20,7266142,1008779,1568664,241028,0,0,0,0
Austria,AUT,2021-08-27,7325734,1012557,1570363,254752,0,0,0,0
Austria,AUT,2021-09-03,7378450,1017525,1572151,267664,0,0,0,0
Austria,AUT,2021-09-10,7434831,1020670,1573155,281599,0,0,0,0
Austria,AUT,2021-09-17,7506721,1025248,1573976,292935,0,0,0,0
Austria,AUT,2021-09-24,7581632,1029439,1574988,306645,0,0,0,0
Austria,AUT,2021-10-01,7664473,1034029,1575601,314142,0,0,0,0
Austria,AUT,2021-10-08,7777597,1039638,1575900,318283,0,0,0,0
Austria,AUT,2021-10-15,7886281,1046425,1576167,321045,0,0,0,0
Austria,AUT,2021-10-22,8014235,1054721,1576339,324382,0,0,0,0
Austria,AUT,2021-10-29,8131857,1061373,1576511,329735,0,0,0,0
Austria,AUT,2021-11-05,8353295,1075093,1576699,334450,0,0,0,0
Austria,AUT,2021-11-12,8780783,1103991,1577090,338844,0,0,0,0
Austria,AUT,2021-11-19,9382413,1147632,1577333,341563,0,0,0,0
Austria,AUT,2021-11-26,10045128,1215198,1577583,343173,0,0,0,0
Austria,AUT,2021-12-03,10582727,1281269,1577770,344217,0,0,0,0
Belgium,BEL,2021-01-08,28165,0,0,0,0,0,0,0
Belgium,BEL,2021-01-15,127229,48,0,0,0,0,0,0
Belgium,BEL,2021-01-22,245258,4534,0,0,0,0,0,0
Belgium,BEL,2021-01-29,335313,6248,0,0,0,0,0,0
Belgium,BEL,2021-02-05,464723,16064,0,0,0,0,0,0
Belgium,BEL,2021-02-12,600595,25703,392,0,0,0,0,0
Belgium,BEL,2021-02-19,701513,30533,10924,0,0,0,0,0
Belgium,BEL,2021-02-26,790506,33043,45603,0,0,0,0,0
Belgium,BEL,2021-03-05,879987,51963,110524,0,0,0,0,0
Belgium,BEL,2021-03-12,976800,67967,191919,0,0,0,0,0
Belgium,BEL,2021-03-19,1087575,90519,351824,0,0,0,0,0
Belgium,BEL,2021-03-26,1284713,100928,462790,0,0,0,0,0
Belgium,BEL,2021-04-02,1543947,128855,522966,0,0,0,0,0
Belgium,BEL,2021-04-09,1862694,176215,602822,0,0,0,0,0
Belgium,BEL,2021-04-16,2140621,210973,783771,0,0,0,0,0
Belgium,BEL,2021-04-23,2458338,262494,840880,0,0,0,0,0
Belgium,BEL,2021-04-30,2814797,289665,906535,3097,0,0,0,0
Belgium,BEL,2021-05-07,3367588,347666,1009567,24168,0,0,0,0
Belgium,BEL,2021-05-14,3819844,402327,1102792,30013,0,0,0,0
Belgium,BEL,2021-05-21,4189584,504345,1369914,50731,0,0,0,0
Belgium,BEL,2021-05-28,4632257,578781,1470078,74649,0,0,0,0
Belgium,BEL,2021-06-04,5331795,655154,1573682,98553,0,0,0,0
Belgium,BEL,2021-06-11,6086061,741553,1761226,144957,0,0,0,0
Belgium,BEL,2021-06-18,6800051,847923,1896384,214443,0,0,0,0
Belgium,BEL,2021-06-25,7460949,960640,1965828,245498,0,0,0,0
Belgium,BEL,2021-07-02,7931055,1044275,2065946,269093,0,0,0,0
Belgium,BEL,2021-07-09,8465994,1105981,2293270,284269,0,0,0,0
Belgium,BEL,2021-07-16,8974633,1160789,2447907,302518,0,0,0,0
Belgium,BEL,2021-07-23,9527517,1214427,2554315,313262,0,0,0,0
Belgium,BEL,2021-07-30,10037537,1245480,2645883,322635,0,0,0,0
Belgium,BEL,2021-08-06,10396498,1269066,2706584,331954,0,0,0,0
Belgium,BEL,2021-08-13,10548222,1286484,2819748,339338,0,0,0,0
Belgium,BEL,2021-08-20,10647839,1297971,2829399,345504,0,0,0,0
Belgium,BEL,2021-08-27,10720031,1305776,2832985,351274,0,0,0,0
Belgium,BEL,2021-09-03,10773417,1315038,2835478,357245,0,0,0,0
Belgium,BEL,2021-09-10,10815315,1321566,2836513,362170,0,0,0,0
Belgium,BEL,2021-09-17,10866978,1328001,2837438,368765,0,0,0,0
Belgium,BEL,2021-09-24,10964965,1332300,2838038,375638,0,0,0,0
Belgium,BEL,2021-10-01,11095951,1338664,2838389,380687,0,0,0,0
Belgium,BEL,2021-10-08,11261542,1341274,2838524,384671,0,0,0,0
Belgium,BEL,2021-10-15,11431897,1344882,2838662,388682,0,0,0,0
Belgium,BEL,2021-10-22,11561868,1349211,2838745,392415,0,0,0,0
Belgium,BEL,2021-10-29,11704900,1353523,2838784,396746,0,0,0,0
Belgium,BEL,2021-11-05,11812198,1360629,2838812,400921,0,0,0,0
Belgium,BEL,2021-11-12,11943058,1371055,2838835,404508,0,0,0,0
Belgium,BEL,2021-11-19,12218634,1396002,2838856,406710,0,0,0,0
Belgium,BEL,2021-11-26,12606520,1483898,2838871,408266,0,0,0,0
Belgium,BEL,2021-12-03,12790886,1534219,2838876,408445,0,0,0,0
Bulgaria,BGR,2021-01-01,0,0,0,0,0,0,0,0
Bulgaria,BGR,2021-01-08,13473,0,0,0,0,0,0,0
Bulgaria,BGR,2021-01-15,17962,491,0,0,0,0,0,0
Bulgaria,BGR,2021-01-22,25300,843,0,0,0,0,0,0
Bulgaria,BGR,2021-01-29,40072,1053,0,0,0,0,0,0
Bulgaria,BGR,2021-02-05,54821,2207,10,0,0,0,0,0
Bulgaria,BGR,2021-02-12,70020,3333,2035,0,0,0,0,0
Bulgaria,BGR,2021-02-19,83960,6446,28947,0,0,0,0,0
Bulgaria,BGR,2021-02-26,104340,10475,97630,0,0,0,0,0
Bulgaria,BGR,2021-03-05,129880,14820,143932,0,0,0,0,0
Bulgaria,BGR,2021-03-12,147683,16988,174209,0,0,0,0,0
Bulgaria,BGR,2021-03-19,168956,20921,179029,0,0,0,0,0
Bulgaria,BGR,2021-03-26,195704,34004,206835,0,0,0,0,0
Bulgaria,BGR,2021-04-02,228583,44809,230180,0,0,0,0,0
Bulgaria,BGR,2021-04-09,275118,59160,238387,0,0,0,0,0
Bulgaria,BGR,2021-04-16,322422,74318,241707,0,0,0,0,0
Bulgaria,BGR,2021-04-23,382650,93241,247383,0,0,0,0,0
Bulgaria,BGR,2021-04-30,452036,108865,263756,0,0,0,0,0
Bulgaria,BGR,2021-05-07,514960,122688,300451,0,0,0,0,0
Bulgaria,BGR,2021-05-14,606439,145571,364379,398,0,0,0,0
Bulgaria,BGR,2021-05-21,690983,165767,401422,2629,0,0,0,0
Bulgaria,BGR,2021-05-28,754371,181502,411232,6276,0,0,0,0
Bulgaria,BGR,2021-06-04,827459,190457,435357,11142,0,0,0,0
Bulgaria,BGR,2021-06-11,898271,202784,457900,17987,0,0,0,0
Bulgaria,BGR,2021-06-18,949706,216421,467870,25928,0,0,0,0
Bulgaria,BGR,2021-06-25,997114,225728,470990,33099,0,0,0,0
Bulgaria,BGR,2021-07-02,1042927,234047,472860,39994,0,0,0,0
Bulgaria,BGR,2021-07-09,1086383,241862,474021,48424,0,0,0,0
Bulgaria,BGR,2021-07-16,1127926,247955,474812,58430,0,0,0,0
Bulgaria,BGR,2021-07-23,1167720,252761,475720,68108,0,0,0,0
Bulgaria,BGR,2021-07-30,1212406,258066,476371,78440,0,0,0,0
Bulgaria,BGR,2021-08-06,1256750,263844,476700,89960,0,0,0,0
Bulgaria,BGR,2021-08-13,1298259,269269,477025,102550,0,0,0,0
Bulgaria,BGR,2021-08-20,1341032,274596,477363,116845,0,0,0,0
Bulgaria,BGR,2021-08-27,1387124,280188,477659,133004,0,0,0,0
Bulgaria,BGR,2021-09-03,1428817,285738,477825,149767,0,0,0,0
Bulgaria,BGR,2021-09-10,1463273,290164,477891,162888,0,0,0,0
Bulgaria,BGR,2021-09-17,1499714,294725,478020,175977,0,0,0,0
Bulgaria,BGR,2021-09-24,1529744,298370,478112,185864,0,0,0,0
Bulgaria,BGR,2021-10-01,1556626,302017,478260,195779,0,0,0,0
Bulgaria,BGR,2021-10-08,1583273,304864,478299,203802,0,0,0,0
Bulgaria,BGR,2021-10-15,1608862,308052,478334,213919,0,0,0,0
Bulgaria,BGR,2021-10-22,1659437,314462,478387,255344,0,0,0,0
Bulgaria,BGR,2021-10-29,1723130,323462,478451,312725,0,0,0,0
Bulgaria,BGR,2021-11-05,1778060,331756,478451,353200,0,0,0,0
Bulgaria,BGR,2021-11-12,1847335,339378,478451,378993,0,0,0,0
Bulgaria,BGR,2021-11-19,1930995,349392,478451,399274,0,0,0,0
Bulgaria,BGR,2021-11-26,2007124,362442,478451,417210,0,0,0,0
Bulgaria,BGR,2021-12-03,2007124,362442,478451,429498,0,0,0,0
Chile,CHL,2020-12-24,420,0,0,0,0,0,0,0
Chile,CHL,2020-12-25,5203,0,0,0,0,0,0,0
Chile,CHL,2020-12-26,8346,0,0,0,0,0,0,0
Chile,CHL,2020-12-27,8657,0,0,0,0,0,0,0
Chile,CHL,2020-12-28,8657,0,0,0,0,0,0,0
Chile,CHL,2020-12-29,8657,0,0,0,0,0,0,0
Chile,CHL,2020-12-30,8657,0,0,0,0,0,0,0
Chile,CHL,2020-12-31,8657,0,0,0,0,0,0,0
Chile,CHL,2021-01-01,8657,0,0,0,0,0,0,0
Chile,CHL,2021-01-02,8657,0,0,0,0,0,0,0
Chile,CHL,2021-01-03,8657,0,0,0,0,0,0,0
Chile,CHL,2021-01-04,9062,0,0,0,0,0,0,0
Chile,CHL,2021-01-05,10505,0,0,0,0,0,0,0
Chile,CHL,2021-01-06,10710,0,0,0,0,0,0,0
Chile,CHL,2021-01-07,10710,0,0,0,0,0,0,0
Chile,CHL,2021-01-08,10711,0,0,0,0,0,0,0
Chile,CHL,2021-01-09,10711,0,0,0,0,0,0,0
Chile,CHL,2021-01-10,10712,0,0,0,0,0,0,0
Chile,CHL,2021-01-11,10712,0,0,0,0,0,0,0
Chile,CHL,2021-01-12,10712,0,0,0,0,0,0,0
Chile,CHL,2021-01-13,11745,0,0,0,0,0,0,0
Chile,CHL,2021-01-14,18662,0,0,0,0,0,0,0
Chile,CHL,2021-01-15,22094,0,0,0,0,0,0,0
Chile,CHL,2021-01-16,22184,0,0,0,0,0,0,0
Chile,CHL,2021-01-17,22184,0,0,0,0,0,0,0
Chile,CHL,2021-01-18,33235,0,0,0,0,0,0,0
Chile,CHL,2021-01-19,52603,0,0,0,0,0,0,0
Chile,CHL,2021-01-20,61913,0,0,0,0,0,0,0
Chile,CHL,2021-01-21,64970,0,0,0,0,0,0,0
Chile,CHL,2021-01-22,65385,0,0,0,0,0,0,0
Chile,CHL,2021-01-23,65385,0,0,0,0,0,0,0
Chile,CHL,2021-01-24,65385,0,0,0,0,0,0,0
Chile,CHL,2021-01-25,66805,0,0,0,0,0,0,0
Chile,CHL,2021-01-26,67419,0,0,0,0,0,0,0
Chile,CHL,2021-01-27,67454,0,0,0,0,0,0,0
Chile,CHL,2021-01-28,67454,0,0,0,0,0,0,0
Chile,CHL,2021-01-29,67459,0,0,0,0,0,0,0
Chile,CHL,2021-01-30,67460,0,0,0,0,0,0,0
Chile,CHL,2021-01-31,67461,0,0,0,0,0,0,0
Chile,CHL,2021-02-01,67461,0,0,0,0,0,0,0
Chile,CHL,2021-02-02,67467,0,0,0,0,13187,0,0
Chile,CHL,2021-02-03,67467,0,0,0,0,183576,0,0
Chile,CHL,2021-02-04,69595,0,0,0,0,357606,0,0
Chile,CHL,2021-02-05,70284,0,0,0,0,526429,0,0
Chile,CHL,2021-02-06,70290,0,0,0,0,554282,0,0
Chile,CHL,2021-02-07,70292,0,0,0,0,562921,0,0
Chile,CHL,2021-02-08,82093,0,0,0,0,784418,0,0
Chile,CHL,2021-02-09,101576,0,0,0,0,1026845,0,0
Chile,CHL,2021-02-10,110024,0,0,0,0,1299196,0,0
Chile,CHL,2021-02-11,113098,0,0,0,0,1550425,0,0
Chile,CHL,2021-02-12,113458,0,0,0,0,1779562,0,0
Chile,CHL,2021-02-13,113491,0,0,0,0,1809092,0,0
Chile,CHL,2021-02-14,113491,0,0,0,0,1813560,0,0
Chile,CHL,2021-02-15,113492,0,0,0,0,2079443,0,0
Chile,CHL,2021-02-16,113505,0,0,0,0,2299527,0,0
Chile,CHL,2021-02-17,113505,0,0,0,0,2487585,0,0
Chile,CHL,2021-02-18,113508,0,0,0,0,2642869,0,0
Chile,CHL,2021-02-19,113509,0,0,0,0,2785016,0,0
Chile,CHL,2021-02-20,113511,0,0,0,0,2794655,0,0
Chile,CHL,2021-02-21,113511,0,0,0,0,2795817,0,0
Chile,CHL,2021-02-22,125611,0,0,0,0,2891861,0,0
Chile,CHL,2021-02-23,150459,0,0,0,0,2961272,0,0
Chile,CHL,2021-02-24,178981,0,0,0,0,3019033,0,0
Chile,CHL,2021-02-25,212701,0,0,0,0,3071403,0,0
Chile,CHL,2021-02-26,242437,0,0,0,0,3120071,0,0
Chile,CHL,2021-02-27,248763,0,0,0,0,3123793,0,0
Chile,CHL,2021-02-28,248765,0,0,0,0,3124146,0,0
Chile,CHL,2021-03-01,263667,0,0,0,0,3246818,0,0
Chile,CHL,2021-03-02,294591,0,0,0,0,3387278,0,0
Chile,CHL,2021-03-03,313162,0,0,0,0,3680701,0,0
Chile,CHL,2021-03-04,322273,0,0,0,0,3982228,0,0
Chile,CHL,2021-03-05,328032,0,0,0,0,4274466,0,0
Chile,CHL,2021-03-06,328377,0,0,0,0,4307913,0,0
Chile,CHL,2021-03-07,328485,0,0,0,0,4315773,0,0
Chile,CHL,2021-03-08,341085,0,0,0,0,4653941,0,0
Chile,CHL,2021-03-09,378671,0,0,0,0,4993004,0,0
Chile,CHL,2021-03-10,420287,0,0,0,0,5352853,0,0
Chile,CHL,2021-03-11,466031,0,0,0,0,5724296,0,0
Chile,CHL,2021-03-12,483448,0,0,0,0,6081381,0,0
Chile,CHL,2021-03-13,484001,0,0,0,0,6131309,0,0
Chile,CHL,2021-03-14,484001,0,0,0,0,6137898,0,0
Chile,CHL,2021-03-15,507936,0,0,0,0,6544402,0,0
Chile,CHL,2021-03-16,561491,0,0,0,0,6901219,0,0
Chile,CHL,2021-03-17,617045,0,0,0,0,7213080,0,0
Chile,CHL,2021-03-18,666659,0,0,0,0,7498542,0,0
Chile,CHL,2021-03-19,689843,0,0,0,0,7770084,0,0
Chile,CHL,2021-03-20,691764,0,0,0,0,7802371,0,0
Chile,CHL,2021-03-21,691774,0,0,0,0,7806386,0,0
Chile,CHL,2021-03-22,727876,0,0,0,0,8039118,0,0
Chile,CHL,2021-03-23,787821,0,0,0,0,8220159,0,0
Chile,CHL,2021-03-24,840736,0,0,0,0,8386399,0,0
Chile,CHL,2021-03-25,895343,0,0,0,0,8544551,0,0
Chile,CHL,2021-03-26,933785,0,0,0,0,8723881,0,0
Chile,CHL,2021-03-27,935820,0,0,0,0,8737541,0,0
Chile,CHL,2021-03-28,935820,0,0,0,0,8738934,0,0
Chile,CHL,2021-03-29,957873,0,0,0,0,8983740,0,0
Chile,CHL,2021-03-30,1015386,0,0,0,0,9204995,0,0
Chile,CHL,2021-03-31,1061575,0,0,0,0,9439246,0,0
Chile,CHL,2021-04-01,1085365,0,0,0,0,9718894,0,0
Chile,CHL,2021-04-02,1085591,0,0,0,0,9725713,0,0
Chile,CHL,2021-04-03,1085784,0,0,0,0,9728749,0,0
Chile,CHL,2021-04-04,1085788,0,0,0,0,9729871,0,0
Chile,CHL,2021-04-05,1116952,0,0,0,0,9983646,0,0
Chile,CHL,2021-04-06,1199768,0,0,0,0,10140757,0,0
Chile,CHL,2021-04-07,1289070,0,0,0,0,10284829,0,0
Chile,CHL,2021-04-08,1367364,0,0,0,0,10446172,0,0
Chile,CHL,2021-04-09,1416637,0,0,0,0,10615930,0,0
Chile,CHL,2021-04-10,1424471,0,0,0,0,10634136,0,0
Chile,CHL,2021-04-11,1424977,0,0,0,0,10636084,0,0
Chile,CHL,2021-04-12,1489788,0,0,0,0,10808411,0,0
Chile,CHL,2021-04-13,1578049,0,0,0,0,10955587,0,0
Chile,CHL,2021-04-14,1667610,0,0,0,0,11095642,0,0
Chile,CHL,2021-04-15,1735658,0,0,0,0,11234883,0,0
Chile,CHL,2021-04-16,1786432,0,0,0,0,11378457,0,0
Chile,CHL,2021-04-17,1792362,0,0,0,0,11394825,0,0
Chile,CHL,2021-04-18,1793042,0,0,0,0,11396787,0,0
Chile,CHL,2021-04-19,1817112,0,0,0,0,11567904,0,0
Chile,CHL,2021-04-20,1861612,0,0,0,0,11712859,0,0
Chile,CHL,2021-04-21,1907700,0,0,0,0,11844455,0,0
Chile,CHL,2021-04-22,1954837,0,0,0,0,11998127,0,0
Chile,CHL,2021-04-23,1983833,0,0,0,0,12152850,0,0
Chile,CHL,2021-04-24,1986231,0,0,0,0,12168145,0,0
Chile,CHL,2021-04-25,1986233,0,0,0,0,12169188,0,0
Chile,CHL,2021-04-26,2031618,0,0,0,0,12320598,0,0
Chile,CHL,2021-04-27,2095517,0,0,0,0,12428326,0,0
Chile,CHL,2021-04-28,2150416,0,3607,0,0,12539043,0,0
Chile,CHL,2021-04-29,2182993,0,10152,0,0,12655410,0,0
Chile,CHL,2021-04-30,2214056,0,23879,0,0,12698535,0,0
Chile,CHL,2021-05-01,2215232,0,24165,0,0,12699374,0,0
Chile,CHL,2021-05-02,2215624,0,24347,0,0,12700265,0,0
Chile,CHL,2021-05-03,2239544,0,44446,0,0,12808219,0,0
Chile,CHL,2021-05-04,2285726,0,61218,0,0,12915037,0,0
Chile,CHL,2021-05-05,2334336,0,71046,0,0,13031859,0,0
Chile,CHL,2021-05-06,2375252,0,78262,0,0,13142080,0,0
Chile,CHL,2021-05-07,2409281,0,82409,0,0,13251937,0,0
Chile,CHL,2021-05-08,2415021,0,83079,0,0,13271126,0,0
Chile,CHL,2021-05-09,2415087,0,83149,0,0,13272398,0,0
Chile,CHL,2021-05-10,2454620,0,86104,0,0,13403709,0,0
Chile,CHL,2021-05-11,2520826,0,88085,0,0,13528365,0,0
Chile,CHL,2021-05-12,2580339,0,89753,0,0,13650611,0,0
Chile,CHL,2021-05-13,2628300,0,90305,0,0,13759847,0,0
Chile,CHL,2021-05-14,2673257,0,90548,0,0,13874183,0,0
Chile,CHL,2021-05-15,2673551,0,90588,0,0,13875308,0,0
Chile,CHL,2021-05-16,2673636,0,90588,0,0,13875664,0,0
Chile,CHL,2021-05-17,2727052,0,90883,0,0,13993701,0,0
Chile,CHL,2021-05-18,2805761,0,92313,0,0,14097437,0,0
Chile,CHL,2021-05-19,2885346,0,98832,0,0,14178404,0,0
Chile,CHL,2021-05-20,2956359,0,105550,0,0,14292591,0,0
Chile,CHL,2021-05-21,2963412,0,105621,0,0,14295139,0,0
Chile,CHL,2021-05-22,2976028,0,106114,0,0,14315161,0,0
Chile,CHL,2021-05-23,2977158,0,106134,0,0,14318297,0,0
Chile,CHL,2021-05-24,3051449,0,118545,0,0,14468662,0,0
Chile,CHL,2021-05-25,3162964,0,136122,0,0,14586421,0,0
Chile,CHL,2021-05-26,3237187,0,161511,0,0,14715918,0,0
Chile,CHL,2021-05-27,3293948,0,195447,0,0,14828508,0,0
Chile,CHL,2021-05-28,3342020,0,227551,0,0,14934726,0,0
Chile,CHL,2021-05-29,3354285,0,235994,0,0,14961412,0,0
Chile,CHL,2021-05-30,3355846,0,237388,0,0,14968552,0,0
Chile,CHL,2021-05-31,3424010,0,281186,0,0,15072294,0,74
Chile,CHL,2021-06-01,3527402,0,326603,0,0,15134616,0,10463
Chile,CHL,2021-06-02,3607515,0,359089,0,0,15202983,0,33793
Chile,CHL,2021-06-03,3655096,0,361435,0,0,15277301,0,73425
Chile,CHL,2021-06-04,3679632,0,362990,0,0,15362103,0,107806
Chile,CHL,2021-06-05,3684748,0,363300,0,0,15384501,0,117718
Chile,CHL,2021-06-06,3685340,0,363330,0,0,15387092,0,119509
Chile,CHL,2021-06-07,3697081,0,365286,0,0,15527427,0,146984
Chile,CHL,2021-06-08,3710729,0,366972,0,0,15676859,0,167071
Chile,CHL,2021-06-09,3723017,0,368943,0,0,15839620,0,183803
Chile,CHL,2021-06-10,3736992,0,370231,0,0,16014390,0,196967
Chile,CHL,2021-06-11,3753897,0,371467,0,0,16171277,0,201013
Chile,CHL,2021-06-12,3756712,0,371795,0,0,16200261,0,201406
Chile,CHL,2021-06-13,3757257,0,371810,0,0,16201723,0,201455
Chile,CHL,2021-06-14,3789326,0,372983,0,0,16386077,0,205634
Chile,CHL,2021-06-15,3842577,0,373802,0,0,16539186,0,209314
Chile,CHL,2021-06-16,3914276,0,374669,0,0,16689666,0,213268
Chile,CHL,2021-06-17,3981047,0,375450,0,0,16803155,0,216310
Chile,CHL,2021-06-18,4018662,0,376297,0,0,16869638,0,218687
Chile,CHL,2021-06-19,4030174,0,376441,0,0,16894452,0,218965
Chile,CHL,2021-06-20,4031405,0,376451,0,0,16897158,0,218977
Chile,CHL,2021-06-21,4041128,0,376574,0,0,16906997,0,219055
Chile,CHL,2021-06-22,4204326,0,378405,0,0,17047200,0,222818
Chile,CHL,2021-06-23,4319806,0,380675,0,0,17168780,0,235243
Chile,CHL,2021-06-24,4406012,0,384134,0,0,17268867,0,298833
Chile,CHL,2021-06-25,4478836,0,388198,0,0,17353217,0,348967
Chile,CHL,2021-06-26,4499855,0,389442,0,0,17373825,0,359048
Chile,CHL,2021-06-27,4502104,0,389533,0,0,17375904,0,360303
Chile,CHL,2021-06-28,4504804,0,389699,0,0,17377428,0,361529
Chile,CHL,2021-06-29,4638560,0,395516,0,0,17455481,0,393443
Chile,CHL,2021-06-30,4770795,0,399785,0,0,17501174,0,416357
Chile,CHL,2021-07-01,4906025,0,402836,0,0,17531741,0,430378
Chile,CHL,2021-07-02,5003934,0,405424,0,0,17561621,0,441855
Chile,CHL,2021-07-03,5027257,0,406016,0,0,17572275,0,445286
Chile,CHL,2021-07-04,5030256,0,406084,0,0,17573322,0,445687
Chile,CHL,2021-07-05,5124020,0,409942,0,0,17620507,0,456101
Chile,CHL,2021-07-06,5193528,0,413550,0,0,17670195,0,463695
Chile,CHL,2021-07-07,5287310,0,416616,0,0,17730770,0,468495
Chile,CHL,2021-07-08,5363670,0,418847,0,0,17805032,0,472363
Chile,CHL,2021-07-09,5432487,0,421187,0,0,17869502,0,476281
Chile,CHL,2021-07-10,5457560,0,422208,0,0,17885287,0,477856
Chile,CHL,2021-07-11,5460819,0,422288,0,0,17886895,0,478028
Chile,CHL,2021-07-12,5547717,0,424955,0,0,17973117,0,482120
Chile,CHL,2021-07-13,5651102,0,426806,0,0,18049157,0,484955
Chile,CHL,2021-07-14,5725947,0,428359,0,0,18132989,0,487680
Chile,CHL,2021-07-15,5792949,0,431581,0,0,18224903,0,492991
Chile,CHL,2021-07-16,5795407,0,431691,0,0,18227071,0,493088
Chile,CHL,2021-07-17,5804641,0,432014,0,0,18240947,0,493557
Chile,CHL,2021-07-18,5805513,0,432014,0,0,18242208,0,493659
Chile,CHL,2021-07-19,5864506,0,433914,0,0,18302105,0,496295
Chile,CHL,2021-07-20,5944314,0,435881,0,0,18353082,0,498031
Chile,CHL,2021-07-21,6004418,0,438332,0,0,18394007,0,499433
Chile,CHL,2021-07-22,6049615,0,440873,0,0,18423113,0,501027
Chile,CHL,2021-07-23,6138661,0,444867,0,0,18444984,0,502257
Chile,CHL,2021-07-24,6153720,0,446138,0,0,18461858,0,503685
Chile,CHL,2021-07-25,6154960,0,446171,0,0,18463508,0,503727
Chile,CHL,2021-07-26,6193725,0,449469,0,0,18477316,0,504677
Chile,CHL,2021-07-27,6230982,0,452430,0,0,18487428,0,505456
Chile,CHL,2021-07-28,6256843,0,454392,0,0,18494537,0,505989
Chile,CHL,2021-07-29,6339185,0,456038,0,0,18500430,0,506468
Chile,CHL,2021-07-30,6409822,0,457672,0,0,18504752,0,506744
Chile,CHL,2021-07-31,6419236,0,458021,0,0,18506193,0,506756
Chile,CHL,2021-08-01,6419638,0,458022,0,0,18506259,0,506757
Chile,CHL,2021-08-02,6425592,0,459853,0,0,18621726,0,507757
Chile,CHL,2021-08-03,6431755,0,462005,0,0,18751636,0,508611
Chile,CHL,2021-08-04,6490035,0,463829,0,0,18756070,0,508835
Chile,CHL,2021-08-05,6531917,0,465225,0,0,18758942,0,509017
Chile,CHL,2021-08-06,6562784,0,466487,0,0,18761360,0,509197
Chile,CHL,2021-08-07,6563682,0,466505,0,0,18761598,0,509213
Chile,CHL,2021-08-08,6563695,0,466505,0,0,18761663,0,509213
Chile,CHL,2021-08-09,6571253,0,467296,0,0,18851452,0,509433
Chile,CHL,2021-08-10,6579115,0,468011,0,0,18930387,0,509686
Chile,CHL,2021-08-11,6693738,0,469895,0,0,18934570,0,509796
Chile,CHL,2021-08-12,6768516,0,471405,0,0,18939962,0,509907
Chile,CHL,2021-08-13,6815365,0,472219,0,0,18943504,0,510004
Chile,CHL,2021-08-14,6816310,0,472243,0,0,18943824,0,510017
Chile,CHL,2021-08-15,6816395,0,472246,0,0,18944160,0,510017
Chile,CHL,2021-08-16,6820874,0,473187,0,0,18999295,0,510438
Chile,CHL,2021-08-17,6825539,0,474184,0,0,19051690,0,513520
Chile,CHL,2021-08-18,6899332,0,475420,0,0,19055653,0,514822
Chile,CHL,2021-08-19,6956305,0,476362,0,0,19058553,0,516308
Chile,CHL,2021-08-20,7008444,0,477316,0,0,19061354,0,518181
Chile,CHL,2021-08-21,7009876,0,477340,0,0,19061894,0,519352
Chile,CHL,2021-08-22,7010017,0,477344,0,0,19062021,0,519969
Chile,CHL,2021-08-23,7014177,0,480652,0,0,19104426,0,524910
